playerA,PlayerB,who_win,Aset1,Aset2,Aset3,Aset4,Aset5,Bset1,Bset2,Bset3,Bset4,Bset5,Exact Number of Sets,Total Points,First Game Winner,Sets Decided by Extra Points
345350,345552,1,5,6,3,-,-,11,11,11,-,-,3,47,1,0
345553,345351,1,7,9,7,-,-,11,11,11,-,-,3,56,1,0
345351,345552,1,11,9,11,5,9,7,11,8,11,11,5,93,0,0
345553,345350,0,13,9,14,11,-,11,11,12,5,-,4,86,0,2
345234,345782,0,11,11,11,-,-,5,9,6,-,-,3,53,0,0
343828,345344,0,12,11,8,11,12,14,8,11,9,10,5,106,1,2
345345,345346,0,11,8,11,6,11,5,11,8,11,3,5,85,0,0
343944,345346,1,7,11,5,11,7,11,6,11,8,11,5,88,1,0
345344,345345,1,8,6,11,6,-,11,11,4,11,-,4,68,1,0
345782,343828,1,3,9,7,-,-,11,11,11,-,-,3,52,1,0
345232,345234,1,6,11,9,7,-,11,7,11,11,-,4,73,1,0
345234,343944,1,3,4,11,7,-,11,11,9,11,-,4,67,1,0
345345,345782,0,11,11,11,-,-,9,9,8,-,-,3,59,0,0
345346,345344,0,11,11,7,8,11,3,7,11,11,3,5,83,0,0
343944,345344,0,4,7,12,11,11,11,11,10,7,8,5,92,1,1
345782,345346,1,6,2,4,-,-,11,11,11,-,-,3,45,1,0
345234,343828,0,11,11,12,-,-,7,9,10,-,-,3,60,0,1
345345,345234,0,11,11,5,10,11,6,5,11,12,9,5,91,0,1
345346,345232,0,8,11,11,11,-,11,5,9,9,-,4,75,1,0
345344,345782,1,11,8,11,6,7,7,11,8,11,11,5,91,0,0
343944,345782,0,11,11,11,-,-,9,8,9,-,-,3,59,0,0
345232,345344,0,11,11,11,-,-,9,6,8,-,-,3,56,0,0
345234,345346,0,5,7,11,11,11,11,11,6,7,7,5,87,1,0
345346,343828,1,8,7,11,11,13,11,11,7,7,15,5,101,1,1
345344,345234,1,8,11,8,11,8,11,7,11,9,11,5,95,1,0
345782,345232,1,11,4,9,6,-,7,11,11,11,-,4,70,0,0
345500,345702,0,11,10,11,12,-,7,12,8,10,-,4,81,0,2
345500,345340,1,4,9,11,11,7,11,11,8,8,11,5,91,1,0
345498,345500,1,16,1,12,8,-,14,11,14,11,-,4,87,0,2
345702,345500,1,7,11,9,7,-,11,7,11,11,-,4,74,1,0
345340,345500,1,8,11,7,8,-,11,5,11,11,-,4,72,1,0
345500,345498,1,8,8,11,11,6,11,11,7,5,11,5,89,1,0
345346,343828,0,11,15,8,11,-,6,13,11,4,-,4,79,0,1
345344,345782,0,11,11,7,11,11,1,13,11,1,4,5,81,0,1
345547,345545,1,9,11,11,-,-,11,13,13,-,-,3,68,1,2
345499,345504,1,12,7,9,7,-,10,11,11,11,-,4,78,0,1
345345,343944,1,13,11,12,11,5,15,5,10,13,11,5,106,1,3
345234,345232,1,11,9,5,11,8,8,11,11,8,11,5,93,0,0
345502,345240,1,6,8,4,-,-,11,11,11,-,-,3,51,1,0
345503,345349,0,7,11,8,11,11,11,7,11,8,9,5,94,1,0
343828,345232,1,2,3,4,-,-,11,11,11,-,-,3,42,1,0
343944,345234,1,5,11,9,11,11,11,5,11,8,13,5,95,1,1
345547,345240,1,6,6,7,-,-,11,11,11,-,-,3,52,1,0
345499,345349,0,11,11,11,-,-,9,9,5,-,-,3,56,0,0
345782,345345,1,8,5,8,-,-,11,11,11,-,-,3,54,1,0
345346,345344,0,9,15,11,11,-,11,13,8,8,-,4,86,1,1
345502,345545,0,11,13,11,14,-,13,11,6,12,-,4,91,1,3
345503,345504,0,11,11,2,7,11,7,9,11,11,8,5,88,0,0
345344,343828,1,11,9,6,11,7,9,11,11,9,11,5,95,0,0
345345,345346,1,11,4,4,7,-,4,11,11,11,-,4,63,0,0
345547,345502,0,11,7,11,11,-,5,11,9,6,-,4,71,0,0
345499,345503,0,12,11,10,13,-,10,5,12,11,-,4,84,0,3
345234,345782,1,7,9,5,-,-,11,11,11,-,-,3,54,1,0
345232,343944,0,11,14,11,-,-,8,12,7,-,-,3,63,0,1
345240,345545,0,5,9,11,11,12,11,11,7,3,10,5,90,1,1
345349,345504,1,10,8,11,12,-,12,11,9,14,-,4,87,1,2
345545,345547,0,11,4,10,11,14,5,11,12,3,12,5,93,0,2
345504,345499,1,11,8,9,11,13,9,11,11,7,15,5,105,0,1
343828,343944,0,11,5,11,11,-,7,11,6,7,-,4,69,0,0
345782,345232,0,11,11,11,-,-,7,8,6,-,-,3,54,0,0
345240,345502,1,11,9,13,6,9,8,11,11,11,11,5,100,0,1
345349,345503,0,11,13,5,14,-,4,11,11,12,-,4,81,0,2
345346,345234,0,11,11,11,-,-,4,8,5,-,-,3,50,0,0
345344,345345,1,6,5,14,-,-,11,11,16,-,-,3,63,1,1
345240,345547,0,11,9,11,7,13,9,11,8,11,11,5,101,0,1
345349,345499,1,7,7,-,-,-,11,11,-,-,-,2,36,1,0
345345,343828,1,12,5,11,11,7,14,11,7,4,11,5,93,1,1
345234,345344,0,8,11,9,12,11,11,7,11,10,8,5,98,1,1
345545,345502,1,7,11,8,11,9,11,9,11,4,11,5,92,1,0
345504,345503,1,2,11,7,11,5,11,7,11,8,11,5,84,1,0
345232,345346,1,9,11,3,11,9,11,5,11,9,11,5,90,1,0
343944,345782,1,7,6,7,-,-,11,11,11,-,-,3,53,1,0
345502,345547,1,7,11,8,9,-,11,5,11,11,-,4,73,1,0
345503,345499,0,11,11,12,-,-,7,6,10,-,-,3,57,0,1
343828,345782,1,8,10,10,-,-,11,12,12,-,-,3,63,1,2
345346,343944,1,9,6,11,11,-,11,11,6,13,-,4,78,1,1
345545,345240,0,11,11,11,-,-,6,7,8,-,-,3,54,0,0
345504,345349,0,12,11,9,11,-,10,8,11,8,-,4,80,0,1
345344,345232,1,11,10,9,3,-,8,12,11,11,-,4,75,0,1
345345,345234,0,11,11,11,-,-,7,2,6,-,-,3,48,0,0
345704,345813,0,12,11,11,-,-,10,6,9,-,-,3,59,0,1
345227,345341,1,11,4,11,11,7,8,11,9,13,11,5,96,0,1
345234,343828,1,4,9,11,-,-,11,11,13,-,-,3,59,1,1
345232,345345,1,11,11,8,4,1,9,9,11,11,11,5,86,0,0
345705,345339,0,11,11,11,-,-,8,7,8,-,-,3,56,0,0
345243,345342,0,11,11,10,11,-,7,1,12,5,-,4,68,0,1
343944,345344,1,7,8,8,-,-,11,11,11,-,-,3,56,1,0
345782,345346,0,11,11,8,8,11,7,8,11,11,7,5,93,0,0
345704,345339,0,6,11,11,3,11,11,7,6,11,6,5,83,1,0
345227,345342,1,11,6,5,8,-,8,11,11,11,-,4,71,0,0
345347,343802,0,11,11,13,-,-,9,4,11,-,-,3,59,0,1
344926,345348,1,7,12,12,11,8,11,14,10,8,11,5,104,1,2
345705,345813,0,11,11,11,-,-,9,8,5,-,-,3,55,0,0
345243,345341,1,9,7,11,-,-,11,11,13,-,-,3,62,1,1
344682,345814,0,11,11,11,-,-,5,2,9,-,-,3,49,0,0
345347,345348,1,5,12,7,6,-,11,10,11,11,-,4,73,1,1
345704,345705,1,7,11,9,11,10,11,9,11,7,12,5,98,1,1
345227,345243,1,8,11,5,10,-,11,8,11,12,-,4,76,1,1
345814,343802,1,11,7,11,8,-,13,11,7,11,-,4,79,1,1
344926,344682,1,2,3,9,-,-,11,11,11,-,-,3,47,1,0
345339,345813,1,11,8,12,12,12,4,11,14,10,14,5,108,0,3
345342,345341,1,11,7,1,-,-,13,11,11,-,-,3,54,1,1
345347,345814,0,11,11,17,-,-,6,7,15,-,-,3,67,0,1
344682,345348,1,11,7,8,16,-,8,11,11,18,-,4,90,0,1
345813,345704,0,11,8,7,12,11,4,11,11,10,4,5,89,0,1
345341,345227,1,11,6,11,13,8,7,11,13,11,11,5,102,0,2
344926,343802,1,4,8,12,-,-,11,11,14,-,-,3,60,1,1
345347,344682,0,11,13,11,16,-,8,15,9,14,-,4,97,0,2
345339,345705,1,9,11,11,8,5,11,8,7,11,11,5,92,1,0
345342,345243,1,4,7,7,-,-,11,11,11,-,-,3,51,1,0
344926,345814,1,4,10,5,-,-,11,12,11,-,-,3,53,1,1
345348,343802,1,4,7,7,-,-,11,11,11,-,-,3,51,1,0
345339,345704,1,7,12,9,9,-,11,10,11,11,-,4,80,1,1
345342,345227,0,11,8,11,11,-,8,11,3,6,-,4,69,0,0
345347,344926,1,11,9,5,11,8,7,11,11,8,11,5,92,0,0
344682,343802,0,11,7,11,11,-,8,11,8,4,-,4,71,0,0
345813,345705,1,10,8,8,-,-,12,11,11,-,-,3,60,1,1
345341,345243,0,11,11,8,11,-,3,8,11,5,-,4,68,0,0
345814,345348,1,8,2,9,-,-,11,11,11,-,-,3,52,1,0
345705,345704,1,11,5,7,4,-,8,11,11,11,-,4,68,0,0
345243,345227,0,11,12,11,11,-,6,14,9,8,-,4,82,0,1
